Category,Attribute,Count,Percentage
jewelry,Dealer,8,1.2
jewelry,Location,21,3.16
jewelry,Product Category,4,0.6
jewelry,Ring type,1,0.15
jewelry,Year of establishment,1,0.15
jewelry,Founder,3,0.45
jewelry,Store,8,1.2
jewelry,Retailer,20,3.01
jewelry,Product ID,1,0.15
jewelry,Seller,7,1.05
jewelry,Product Type,25,3.76
jewelry,Style,7,1.05
jewelry,Gender,4,0.6
jewelry,Band Style,2,0.3
jewelry,Brand Name,1,0.15
jewelry,Target Audience,2,0.3
jewelry,Founded Year,1,0.15
jewelry,Product Collection,3,0.45
jewelry,Purpose,1,0.15
jewelry,Model,7,1.05
jewelry,Shop_Name,1,0.15
jewelry,Product_Category,2,0.3
jewelry,Product type,6,0.9
jewelry,Product details,1,0.15
jewelry,Match,1,0.15
jewelry,Details,1,0.15
jewelry,Established,3,0.45
jewelry,Design,7,1.05
jewelry,Shop Name,3,0.45
jewelry,ProductTitle,1,0.15
jewelry,OtherAvailableMaterials,1,0.15
jewelry,Width,6,0.9
jewelry,Manufacturer,2,0.3
jewelry,Second Product title,1,0.15
jewelry,Available Materials,1,0.15
jewelry,Product,1,0.15
jewelry,Other Available Materials,2,0.3
jewelry,Available Colors,2,0.3
jewelry,Establishment Year of Seller,1,0.15
jewelry,Seller Background,1,0.15
jewelry,Metal Type Availability,1,0.15
jewelry,Jewelry Type,2,0.3
jewelry,Metal Types Available,1,0.15
jewelry,Alternate Material Options,1,0.15
jewelry,Color Options,2,0.3
jewelry,Founding Family,2,0.3
jewelry,Additional Product,1,0.15
jewelry,Alternate Materials,2,0.3
jewelry,Other Available Colors,1,0.15
jewelry,Also available in,1,0.15
jewelry,Authorized dealer,1,0.15
jewelry,Authorized Retailer,3,0.45
jewelry,City,1,0.15
jewelry,State,1,0.15
jewelry,Additional Title,1,0.15
jewelry,Intended Audience,2,0.3
jewelry,Retailer Contact,1,0.15
jewelry,Dealer Name,1,0.15
jewelry,Dealer Location,1,0.15
jewelry,product_title,3,0.45
jewelry,Model_Number,1,0.15
jewelry,Stones,1,0.15
jewelry,Edges,3,0.45
jewelry,Special Features,1,0.15
jewelry,Contact Information,1,0.15
jewelry,Product Use,1,0.15
jewelry,Design Details,1,0.15
jewelry,Edge Type,2,0.3
jewelry,Product Style,1,0.15
jewelry,Designer,1,0.15
jewelry,Ideal For,1,0.15
jewelry,Finish Options,1,0.15
jewelry,Contact Info,2,0.3
jewelry,Center Diamond Cut,1,0.15
jewelry,Design Collection,1,0.15
jewelry,Additional Features,1,0.15
jewelry,Color,1,0.15
jewelry,Stone Shape,4,0.6
jewelry,Setting,1,0.15
jewelry,Distributor,3,0.45
jewelry,Stone Type,2,0.3
jewelry,Extra,1,0.15
jewelry,Usage,1,0.15
jewelry,Establishment carrying,1,0.15
jewelry,Year Founded,1,0.15
jewelry,Founded by,1,0.15
jewelry,Additional Info,1,0.15
jewelry,Product Material,2,0.3
jewelry,Craftsmanship,2,0.3
jewelry,Comfort,1,0.15
jewelry,Look,1,0.15
jewelry,Contact,1,0.15
jewelry,Fit,3,0.45
jewelry,Pattern,1,0.15
jewelry,Finish,2,0.3
jewelry,Edge Style,1,0.15
jewelry,store,1,0.15
jewelry,product_id,1,0.15
jewelry,Stone Stones,1,0.15
jewelry,Product Description,3,0.45
jewelry,Jeweler,1,0.15
jewelry,Stone_Type,1,0.15
jewelry,Seller_Establishment_Year,1,0.15
jewelry,Established_By,1,0.15
jewelry,title,1,0.15
jewelry,shop,1,0.15
jewelry,productID,1,0.15
jewelry,Category,3,0.45
jewelry,Provider,1,0.15
jewelry,Ring style,1,0.15
jewelry,Band Details,1,0.15
jewelry,Ring cut,1,0.15
jewelry,Band design,1,0.15
jewelry,Product_Id,1,0.15
jewelry,Product_Description,1,0.15
jewelry,Family Generation,1,0.15
jewelry,Maker,1,0.15
jewelry,Product attributes,1,0.15
jewelry,Supplier,2,0.3
jewelry,Product Brand,2,0.3
jewelry,Product Retailer,1,0.15
jewelry,Stone Carat,1,0.15
jewelry,Setting Type,1,0.15
jewelry,Established Year,2,0.3
jewelry,Product Model Number,2,0.3
jewelry,Stone Setting,1,0.15
jewelry,Product_title,3,0.45
jewelry,Product_category,1,0.15
jewelry,Authorized Dealer,1,0.15
jewelry,Product_ID,1,0.15
jewelry,Product_description,1,0.15
jewelry,Retailer location,1,0.15
jewelry,Authorized Retailer Location,1,0.15
jewelry,Shop Location,1,0.15
jewelry,Shop Establishment Year,1,0.15
jewelry,Owned By,1,0.15
jewelry,Authorized Benchmark Retailer,1,0.15
jewelry,product_brand,1,0.15
jewelry,product_model,1,0.15
jewelry,product_material,1,0.15
jewelry,product_type,1,0.15
jewelry,product_design,1,0.15
jewelry,product_style,1,0.15
jewelry,product_fit,1,0.15
jewelry,product_seller,1,0.15
jewelry,product_seller_contact,1,0.15
jewelry,Product category,1,0.15
jewelry,Comfort Fit,1,0.15
jewelry,Engraved,1,0.15
jewelry,Detail,2,0.3
jewelry,Type of Jewelry,1,0.15
office,Product Title,125,7.4
office,Brand,71,4.2
office,Cartridge Color,4,0.24
office,Page Yield,6,0.36
office,Compatibility,23,1.36
office,Print Quality,1,0.06
office,Quality Check,1,0.06
office,Product Type,19,1.12
office,Model,29,1.72
office,Vendor,20,1.18
office,Product Features,5,0.3
office,Product Description,8,0.47
office,Additional Product Title,1,0.06
office,Color,92,5.45
office,Condition,4,0.24
office,Capacity,7,0.41
office,Part Number,2,0.12
office,Product Code,19,1.12
office,Yield,6,0.36
office,Cartridge Type,2,0.12
office,Return Policy,3,0.18
office,Return Methods,1,0.06
office,Product title,47,2.78
office,Type,15,0.89
office,Series,2,0.12
office,Program,2,0.12
office,Manufacturing Standards,2,0.12
office,Warranty,6,0.36
office,Manufacturer Warranty,1,0.06
office,OEM,1,0.06
office,product_title,4,0.24
office,brand,2,0.12
office,model_number,1,0.06
office,cartridge_color,1,0.06
office,compatible_with,1,0.06
office,Product_Title,7,0.41
office,Cartridge_Page_Yield,1,0.06
office,Compatible_Models,1,0.06
office,Cartridge Model,1,0.06
office,Productivity,1,0.06
office,Standard,1,0.06
office,Colour,4,0.24
office,Printer Brand,1,0.06
office,Product_Part_Number,1,0.06
office,Compatible_Printers,1,0.06
office,Yield Type,1,0.06
office,OEM Warranty,1,0.06
office,Product code,4,0.24
office,Country-specific instructions,1,0.06
office,Return Method,1,0.06
office,Colors,4,0.24
office,Category,11,0.65
office,Part number,1,0.06
office,Page yield,1,0.06
office,Compatible with,2,0.12
office,Compatible Models,1,0.06
office,Product_Size,1,0.06
office,Product_Color,1,0.06
office,Product_Category,2,0.12
office,Product_Page,1,0.06
office,Product_Supplier,1,0.06
office,Product category,4,0.24
office,Product type,2,0.12
office,Size,50,2.96
office,Quantity,20,1.18
office,Supplier,25,1.48
office,Material,46,2.72
office,Material Detail,1,0.06
office,Intended Use,1,0.06
office,Colors Included,1,0.06
office,Variety,1,0.06
office,Header,1,0.06
office,Alternate Item Numbers,3,0.18
office,UPC,63,3.73
office,Dimensions,15,0.89
office,Back side,1,0.06
office,Use,7,0.41
office,Seller,13,0.77
office,attributes,1,0.06
office,Product Category,12,0.71
office,Features,20,1.18
office,Page,8,0.47
office,Source,1,0.06
office,Release Liner,1,0.06
office,Adhesive,2,0.12
office,Adherence to Most Surfaces,1,0.06
office,Messy Residue After Removal,1,0.06
office,Paper Weight,3,0.18
office,Paper Type,1,0.06
office,Carry Handle,1,0.06
office,Product ID,7,0.41
office,Sheets Per Pad,1,0.06
office,Pad Dimension,1,0.06
office,Pack Count,2,0.12
office,Recycled Content,2,0.12
office,Feature,16,0.95
office,Alternate Item,21,1.24
office,CUBE,1,0.06
office,Inner Packaging,4,0.24
office,Device Types,2,0.12
office,Page-Yield,5,0.3
office,SKU,6,0.36
office,Best Used For,1,0.06
office,Part and Supplies Quality,1,0.06
office,Product Assurance,1,0.06
office,Warranty Information,1,0.06
office,Compatible Devices,1,0.06
office,Output Quality,1,0.06
office,Installs,1,0.06
office,ISO Quality Standard,1,0.06
office,Product Sale,1,0.06
office,color,1,0.06
office,product_code,1,0.06
office,alternate_item,1,0.06
office,upc,1,0.06
office,card_dimension,1,0.06
office,card_quantity,1,0.06
office,guide_quantity,1,0.06
office,Card Capacity,3,0.18
office,Card Dimensions,2,0.12
office,Access_type,1,0.06
office,Included_Materials,1,0.06
office,Special_Feature,1,0.06
office,Card_Rotation,1,0.06
office,Frame_Material,1,0.06
office,Finish,4,0.24
office,Card Size,4,0.24
office,Number of Cards,1,0.06
office,Number of Index Dividers,1,0.06
office,Index Divider Color,1,0.06
office,Frame Material,1,0.06
office,Retailer,5,0.3
office,Model Number,9,0.53
office,Ruling,10,0.59
office,Sheets per pack,1,0.06
office,Hole Punched,2,0.12
office,Quantity per Pack,2,0.12
office,Product Brand,4,0.24
office,Product Id,1,0.06
office,Product Weight,1,0.06
office,Product Rule,1,0.06
office,Hole Type,1,0.06
office,Product Size,6,0.36
office,Number of Sheets,4,0.24
office,Margin Type,1,0.06
office,Paper_type,1,0.06
office,Pack,3,0.18
office,Sheet Count,1,0.06
office,Package Quantity,1,0.06
office,Item Code,1,0.06
office,Rule Type,1,0.06
office,Packaging,14,0.83
office,Made In,1,0.06
office,Product_Code,2,0.12
office,Sheet_Size,1,0.06
office,Hole_type,1,0.06
office,Alternative_Item,1,0.06
office,Eraser_Type,1,0.06
office,Eraser_Material,1,0.06
office,Handle_Type,1,0.06
office,Best Use,1,0.06
office,Special Feature,6,0.36
office,Included Feature,1,0.06
office,Envelope Size,1,0.06
office,Quantity Per Box,3,0.18
office,Weight,8,0.47
office,Designed For,1,0.06
office,Surface,2,0.12
office,Clasp Features,1,0.06
office,Envelope Type,2,0.12
office,Quantity per box,1,0.06
office,Boxes per Carton,1,0.06
office,Package,2,0.12
office,Product_Features,1,0.06
office,Attached wrist rest,1,0.06
office,Wrist rest feature,1,0.06
office,Mouse pad suitability,1,0.06
office,Alternate items,1,0.06
office,Wrist_Rest_Feature,1,0.06
office,Role_Of_Wrist_Rest,1,0.06
office,Covering_Material,1,0.06
office,Covering_Property,1,0.06
office,Mouse_Movement,1,0.06
office,Manufacturer,10,0.59
office,Special feature,1,0.06
office,Additional feature,2,0.12
office,Item Number,3,0.18
office,Dimension,2,0.12
office,Base Type,1,0.06
office,Function,2,0.12
office,Bonus,1,0.06
office,Store,2,0.12
office,Usage,2,0.12
office,Product Number,3,0.18
office,Closure Type,2,0.12
office,Quantity per Box,3,0.18
office,Alternate item numbers,1,0.06
office,Product_title,3,0.18
office,Stock_Number,1,0.06
office,Tip_Type,1,0.06
office,Pack_Size,1,0.06
office,Product_Type,1,0.06
office,Ink_Type,1,0.06
office,Writing_Properties,1,0.06
office,Grip_Material,1,0.06
office,Alternate_Item,1,0.06
office,Product features,1,0.06
office,Additional specification,1,0.06
office,Recommendation,1,0.06
office,Refillable,3,0.18
office,Matching items,1,0.06
office,Point,1,0.06
office,Barrel Color,1,0.06
office,Ink Color,4,0.24
office,Alternate item,5,0.3
office,Product Model,4,0.24
office,Point Size,2,0.12
office,Design,8,0.47
office,Grip,1,0.06
office,Endorsed by,1,0.06
office,Fluidity,1,0.06
office,Ideal For,2,0.12
office,Airplane Safe,1,0.06
office,Leak Proof,1,0.06
office,Ink System,1,0.06
office,Point Type,1,0.06
office,Pen Type,1,0.06
office,Number of pens,1,0.06
office,Ink type,1,0.06
office,Ink properties,1,0.06
office,Ink system,1,0.06
office,Ink supply visibility,1,0.06
office,Travel-friendly,1,0.06
office,Writing style,1,0.06
office,Feeling,1,0.06
office,Point type,1,0.06
office,Line type,1,0.06
office,Website,1,0.06
office,Steno Book Design,1,0.06
office,Extra Feature,1,0.06
office,Pad Type,3,0.18
office,Sheet Size,4,0.24
office,Number of Sheets per Pad,5,0.3
office,Design Features,1,0.06
office,Helpful Tools,1,0.06
office,Author,1,0.06
office,Number of sheets,1,0.06
office,Source Material,1,0.06
office,Alternate Items,2,0.12
office,Highlight Feature,1,0.06
office,Page Layout,1,0.06
office,Reference Feature,1,0.06
office,Ease of Reference,1,0.06
office,Binding type,1,0.06
office,Page Color/Theme,2,0.12
office,Appointment Ruling,1,0.06
office,Edition Year,3,0.18
office,Paper Content,2,0.12
office,Alternate Item Codes,2,0.12
office,ProductTitle,1,0.06
office,ProductCode,1,0.06
office,HighlightFeature,1,0.06
office,Layout,1,0.06
office,Reference,1,0.06
office,ExtraFeature,1,0.06
office,PageStyle,1,0.06
office,Fit,2,0.12
office,Tab Titles,1,0.06
office,product title,1,0.06
office,model,1,0.06
office,index sets per bag,1,0.06
office,custom index sets by printing,1,0.06
office,tab format,1,0.06
office,Table of Content sheets color,1,0.06
office,Templetes,1,0.06
office,reinforced tabs and ring edges,1,0.06
office,compatibility,1,0.06
office,punching,1,0.06
office,Customizable_index_sets,1,0.06
office,Templates_available_online,1,0.06
office,Tab_Colors,1,0.06
office,Table_of_Content_Sheets_Colors,1,0.06
office,Reinforced_Tabs,1,0.06
office,Reinforced_ring_edges,1,0.06
office,Punched,1,0.06
office,Product model,1,0.06
office,Tab reinforcement,1,0.06
office,Included,2,0.12
office,Global Product Type,1,0.06
office,Supply Type,1,0.06
office,Alternate Item IDs,2,0.12
office,Performance,1,0.06
office,Purpose,1,0.06
office,Usefulness,1,0.06
office,Core Size,1,0.06
office,Tape Size,1,0.06
office,Durability,4,0.24
office,Functionality,1,0.06
office,Writable,1,0.06
office,Additional Use,2,0.12
office,Photo-Safety,1,0.06
office,Origination,2,0.12
office,Tape Width,1,0.06
office,Tape Length,1,0.06
office,Tape Core Diameter,1,0.06
office,Adhesive Technology,1,0.06
office,Write Compatibility,1,0.06
office,Thickness,3,0.18
office,Stickable,1,0.06
office,Removable,1,0.06
office,Sheets Per Unit,1,0.06
office,Sheet Capacity per Pocket,1,0.06
office,Sheet Capacity per Divider,1,0.06
office,Ink or Toner Transfer,1,0.06
office,Overall Product Weight,1,0.06
office,Punch Type,1,0.06
office,Transfer-safe,1,0.06
office,Pocket Capacity,1,0.06
office,Inserts,1,0.06
office,Alternate Item Number,2,0.12
office,Style,4,0.24
office,Additional property,1,0.06
office,Product dimension,1,0.06
office,Special Features,2,0.12
office,Correction Type,1,0.06
office,Characteristics,1,0.06
office,Coverage,1,0.06
office,Dispenser,1,0.06
office,Item number,1,0.06
office,Refill Compatibility,1,0.06
office,Compatible With,1,0.06
office,Attributes,2,0.12
office,Standards Compliance,1,0.06
office,Product_type,1,0.06
office,Compatible_device,1,0.06
office,Supply_Type,1,0.06
office,Packaging_Content,1,0.06
office,Product size,1,0.06
office,Not freestanding,1,0.06
office,Can be used under,1,0.06
office,Drawer construction,1,0.06
office,Drawer sliding mechanism,1,0.06
office,Handles,1,0.06
office,Locking mechanism,1,0.06
office,Filing Capacity,2,0.12
office,Positioning,1,0.06
office,Shipping restrictions,1,0.06
office,Alternative Item Number,1,0.06
office,Standing,1,0.06
office,Attachment,1,0.06
office,Drawer Construction,1,0.06
office,Slide Type,1,0.06
office,Drawer Access,1,0.06
office,Lock Feature,1,0.06
office,Edge Banding,1,0.06
office,Protection,2,0.12
office,Safety Keys,1,0.06
office,Profile,1,0.06
office,Brightness,5,0.3
office,Other Features,1,0.06
office,Product number,1,0.06
office,Cover,2,0.12
office,Paper type,1,0.06
office,Binding,4,0.24
office,Pad type,1,0.06
office,Sheet size,1,0.06
office,Product Cover,1,0.06
office,No__Of_Sheets,1,0.06
office,Additional Property,1,0.06
office,Pack Quantity,3,0.18
office,Package Type,1,0.06
office,Refill Option,1,0.06
office,Customizable,1,0.06
office,Free Customization,1,0.06
office,Acid Free,1,0.06
office,Lignin Free,1,0.06
office,Description,3,0.18
office,Item Type,1,0.06
office,Matching Envelopes SKU,1,0.06
office,Alternative Item,1,0.06
office,Reliability,1,0.06
office,Installation,2,0.12
office,Laser Class,2,0.12
office,Projection Distance,2,0.12
office,Suitable For,3,0.18
office,Laser Color,1,0.06
office,Acceptable In,1,0.06
office,Construction,1,0.06
office,Stock Code,1,0.06
office,Length,3,0.18
office,Packaging Details,2,0.12
office,Tape size,1,0.06
office,Pack count,1,0.06
office,Tape Type,1,0.06
office,Application,1,0.06
office,Tape Features,1,0.06
office,Body,1,0.06
office,Visibility of tape supply,1,0.06
office,Lock Type,1,0.06
office,Product Dimensions,2,0.12
office,Product Color,1,0.06
office,Holder Material,2,0.12
office,Is Refillable,1,0.06
office,Country of Manufacture,1,0.06
office,Recycled Material,1,0.06
office,Ink Type,5,0.3
office,FSC Certified,1,0.06
office,Company Environmental Contribution,1,0.06
office,EAN,1,0.06
office,Additional Items,1,0.06
office,Product Page,1,0.06
office,Sheets,1,0.06
office,Environment Friendly,2,0.12
office,Certification,1,0.06
office,Sheets per Pad,2,0.12
office,Corners,1,0.06
office,Holder,1,0.06
office,Optional Accessory,1,0.06
office,Board Color,1,0.06
office,Resists,1,0.06
office,Included Accessories,1,0.06
office,Lock,2,0.12
office,Dividers,1,0.06
office,Follower Blocks,1,0.06
office,Shipping Weight,1,0.06
office,Additional Features,3,0.18
office,Product_ID,1,0.06
office,Product_Group,1,0.06
office,Product_Name,1,0.06
office,Product_Weight,1,0.06
office,Ships_Via,1,0.06
office,Additional_Product_Names,1,0.06
office,Approximate_Count,1,0.06
office,Elasticity,1,0.06
office,Elongation,1,0.06
office,Breaking Strength,1,0.06
office,Band Count,1,0.06
office,Message on Stamp,1,0.06
office,Message,1,0.06
office,Resistance,1,0.06
office,Expansion,1,0.06
office,Details,1,0.06
office,Tab Cut,1,0.06
office,Tab Position,1,0.06
office,Box Content,1,0.06
office,Tearing Resistance,1,0.06
office,Maximum Capacity,1,0.06
office,Undercut at Tab,1,0.06
office,Pack Size,3,0.18
office,Adhesive Type,1,0.06
office,Cavity Size,1,0.06
office,Paper Stock Weight,1,0.06
office,Number of Boxes per Carton,1,0.06
office,Packing,1,0.06
office,Sheets per pad,1,0.06
office,Rule,1,0.06
office,Perforation,1,0.06
office,Back,1,0.06
office,Surface material,1,0.06
office,Frame material,1,0.06
office,Frame design,1,0.06
office,Shipping,1,0.06
office,Shipping Time,1,0.06
office,Product Dimension,1,0.06
office,Product Feature,1,0.06
office,Surface Material,1,0.06
office,Surface Durability,1,0.06
office,Surface functionality,1,0.06
office,Cleaning,2,0.12
office,Mounting,1,0.06
office,Accessories Included,1,0.06
office,Availability,1,0.06
office,Suitable for,1,0.06
office,Width Accommodation,1,0.06
office,Separation Support,1,0.06
office,Reusability Feature,1,0.06
office,Frame color,1,0.06
office,Product id,1,0.06
office,Product material,1,0.06
office,Additional features,1,0.06
office,Included items,1,0.06
office,Mounting Options,1,0.06
office,Included Extras,1,0.06
office,Box Contains,1,0.06
office,Compatible Machines,1,0.06
office,Shelf Life,1,0.06
office,Ease of Use,1,0.06
office,Delivery Method,1,0.06
office,Output,1,0.06
office,Cost Effectiveness,1,0.06
office,Printer Compatibility,2,0.12
office,Extended Shelf Life,1,0.06
office,Useable On,1,0.06
office,Support Contact,1,0.06
office,Texture,1,0.06
office,Die-Cuts,1,0.06
office,Sheet Compatibility,1,0.06
office,Cover Type,1,0.06
office,Sheet Capacity,2,0.12
office,Includes Business Card Holder,1,0.06
office,Units per Box,1,0.06
office,Alternate item number,1,0.06
office,Index Card Type,1,0.06
office,Cards Per Carton,1,0.06
office,Quantity Per Carton,1,0.06
office,Design Details,1,0.06
office,Number of Lines,1,0.06
office,Paper Color,1,0.06
office,Sheets Per Book,1,0.06
office,Connection Type,1,0.06
office,Connection,1,0.06
office,Convenience features,1,0.06
office,Setup,1,0.06
office,Pouches per Pack,1,0.06
office,Height adjustment,1,0.06
office,Wrist support,1,0.06
office,Wrist support cleanliness,1,0.06
office,Mounting track material,1,0.06
office,Mounting track size,1,0.06
office,Mounting track type,1,0.06
office,Capacity (Weight),1,0.06
office,Keyboard Tray Dimensions (W x D),1,0.06
office,360° Swivel,1,0.06
office,Surface Type,1,0.06
office,Wrist Support Material,1,0.06
office,Height Adjustability,1,0.06
office,Tilt Adjustment,1,0.06
office,Mounting Track Material,1,0.06
office,Mounting Track Length,1,0.06
office,Product description,2,0.12
office,Format,1,0.06
office,Year,1,0.06
office,Product SKU,1,0.06
office,Planning Format,1,0.06
office,Appointment Style,1,0.06
office,Time Scale,1,0.06
office,Weekend Scheduling,1,0.06
office,Recycled Content Percentage,1,0.06
office,Noise Reduction Rating,2,0.12
office,Ideal for,2,0.12
office,Packing Quantity,1,0.06
office,Design Feature,1,0.06
office,Suitability,2,0.12
office,Quality Test,1,0.06
office,Package Dimensions,1,0.06
office,Attachment Type,1,0.06
office,Card Holder,1,0.06
office,Connectivity,1,0.06
office,Cord,1,0.06
office,Extension Length,1,0.06
office,Product Length,1,0.06
office,Product Colors,1,0.06
office,Identification Card Reel Type,1,0.06
office,Colors Available,1,0.06
office,Product UPC,1,0.06
office,Tab Material,1,0.06
office,Binding Edge,1,0.06
office,Tab Title,1,0.06
office,Green product,1,0.06
office,Hole-punch documents,1,0.06
office,Spill-proof chip collector,1,0.06
office,Nonslip base,1,0.06
office,Marked paper guides,1,0.06
office,Holes,1,0.06
office,For Classic Style Page Size,1,0.06
office,Operating Method,1,0.06
office,Hole Diameter,1,0.06
office,Ease of use,1,0.06
office,Sheet capacity,1,0.06
office,Guides,1,0.06
office,Designed for,1,0.06
office,Blade Material,2,0.12
office,Cutting Capacity,2,0.12
office,Base Dimension,1,0.06
office,Non-Skid,1,0.06
office,Safety Features,2,0.12
office,Measurement Tools,1,0.06
office,Base Dimensions,1,0.06
office,Cut Length,1,0.06
office,Safety features,1,0.06
office,Base Thickness,1,0.06
office,Base Material,2,0.12
office,Max Cut Capacity (sheets),1,0.06
office,Seasonal Theme,1,0.06
office,Number of Photos,1,0.06
office,Calendar Duration,1,0.06
office,CalendarMonths,1,0.06
office,Reversible,1,0.06
office,Marker Included,1,0.06
office,Calendar Type,1,0.06
office,Theme,1,0.06
office,Calendar Term,1,0.06
office,Quality,2,0.12
office,Carton content,1,0.06
office,Sheet per pack,1,0.06
office,Technology,1,0.06
office,Paper Quality,1,0.06
office,Surface Characteristics,1,0.06
office,Environmental Certification,1,0.06
office,Accessory_By,1,0.06
office,Slider_Material,1,0.06
office,Opening_Closing,1,0.06
office,Design_Profile,1,0.06
office,Series Applicable,1,0.06
office,Universal Fit,1,0.06
office,Compliance,1,0.06
office,Assembly Requirement,1,0.06
office,Original Source,1,0.06
office,Fits Sheet Sizes,1,0.06
office,Paper Capacity,1,0.06
office,UPC Code,1,0.06
office,primary_source,1,0.06
office,product_description,1,0.06
office,product_attributes,1,0.06
office,Pages,1,0.06
office,Paper Material,1,0.06
office,Punched Holes,1,0.06
office,Ruled,1,0.06
office,Recyclable,1,0.06
office,Sheets per Tablet,1,0.06
office,Cross Section,1,0.06
office,Squares per Inch,1,0.06
office,Attribute,1,0.06
office,Distributor,1,0.06
office,Loading,2,0.12
office,Closure,1,0.06
office,Additional Feature,1,0.06
office,Insert Size,1,0.06
office,Specific usage,1,0.06
office,Loading Style,1,0.06
office,Installation Method,1,0.06
