Extracted Attribute,Best Match,Similarity,Category
Standard Grates,,0.33333333333333337,home
Ignition System,,0.19999999999999996,home
Energy Output,,0.23076923076923073,home
RangeType,,0.4,home
TotalLength,,0.5454545454545454,home
BurnerTypes,,0.3076923076923077,home
OvenBase,,0.375,home
FlueRiser,,0.25,home
EnergyOutput,,0.25,home
Width of Top,,0.33333333333333337,home
Height of Riser,,0.33333333333333337,home
Type of Steel,,0.18181818181818177,home
Product_1,,0.5833333333333333,home
Product_2,,0.5833333333333333,home
Product 1,,0.5,home
Product 2,,0.5,home
Caster Diameter,,0.4666666666666667,home
Threaded Stem,,0.3076923076923077,home
Wheel Capacity,,0.5,home
Wheel Properties,,0.3125,home
Have Brake,,0.30000000000000004,home
Products,,0.5,home
Product1,,0.5,home
Product2,,0.5,home
Special Feature,,0.33333333333333337,home
Support,,0.2857142857142857,home
Tabletop Material,,0.4117647058823529,home
Countertop Edge,,0.28,home
Quantity,,0.375,home
Product Size,,0.5833333333333333,home
Ply,,0.19999999999999996,home
Towel Type,,0.33333333333333337,home
Additional Info,,0.19999999999999996,home
Hygiene,,0.2857142857142857,home
Product Cleaner Type,,0.44999999999999996,home
Material Compatibility,,0.31818181818181823,home
Incompatible Material,,0.38095238095238093,home
Application,,0.5384615384615384,home
Dirt Types,,0.25,home
Scent,,0.4,home
Formula Type,,0.33333333333333337,home
Can be used On,,0.2272727272727273,home
Not for Use on,,0.2142857142857143,home
Fragrance,,0.4444444444444444,home
Effective Against,,0.2941176470588235,home
Functions,,0.3076923076923077,home
Package Contains,,0.3125,home
Container_type,,0.3571428571428571,home
Effectiveness,,0.3076923076923077,home
Use_surface,,0.4545454545454546,home
Intended_Environment,,0.25,home
Number of Fixed Shelves,,0.26086956521739135,home
Number of Adjustable Shelves,,0.25,home
Model Number,,0.25,home
Adjustability of Shelves,,0.29166666666666663,home
Quality,,0.5,home
Shipping,shipping,0.875,home
Alternate Item,,0.2857142857142857,home
Adjustment,,0.2142857142857143,home
Location of use,,0.19999999999999996,home
Counting method,,0.2666666666666667,home
Item_Code,,0.2222222222222222,home
Mat_Type,,0.41666666666666663,home
Sales_Team_Contact,,0.2727272727272727,home
Discount_Exclusion,,0.38888888888888884,home
Product ID,,0.5,home
Product_code,,0.6666666666666667,home
Product_Name,,0.6666666666666667,home
Wipe_Type,,0.33333333333333337,home
Wipe_Effectiveness,,0.2777777777777778,home
EPA_Registration,,0.375,home
Packaging,,0.4444444444444444,home
Unit,,0.33333333333333337,home
Alternate_Items,,0.33333333333333337,home
Inner_Packaging,,0.2666666666666667,home
product_attributes,,0.5555555555555556,home
Icemaker,,0.375,home
Temperature Controls,,0.25,home
Freezer Compartment,,0.26315789473684215,home
Evaporator,,0.30000000000000004,home
Air Management,,0.2857142857142857,home
Humidity Control,,0.1875,home
Produce Pan,,0.41666666666666663,home
No. of Burners,,0.2857142857142857,home
Burner BTU,,0.3076923076923077,home
Shelf Material,,0.5,home
Gas Connection,,0.33333333333333337,home
Dealer,,0.375,home
Range Type,,0.4,home
Hot Tops,,0.25,home
Extra Features,,0.3571428571428571,home
Ideal For,,0.33333333333333337,home
Suitable Drinks,,0.2666666666666667,home
Collection,,0.3846153846153846,home
Quantity In Set,,0.24,home
Suitable For,,0.33333333333333337,home
Hot Top,,0.2857142857142857,home
Primary Use,,0.2727272727272727,home
Secondary Use,,0.23076923076923073,home
Thickness,,0.33333333333333337,home
Product Line,,0.5833333333333333,home
Moisture Absorbency,,0.24,home
Suitable for,,0.33333333333333337,home
Backing Material,,0.4375,home
Top Gauge,,0.4444444444444444,home
Gussets,,0.2857142857142857,home
Set includes,,0.33333333333333337,home
Glass Properties,,0.31818181818181823,home
Lid Properties,,0.2857142857142857,home
Perfect for,,0.3846153846153846,home
Manufacturing,,0.6923076923076923,home
Bake_Set_Components,,0.26315789473684215,home
Quantity per Carton,,0.26315789473684215,home
Compatible with,,0.33333333333333337,home
Applications,,0.46153846153846156,home
Compatible Models,,0.2941176470588235,home
Packaging Type,,0.2857142857142857,home
Durability,,0.4,home
Strength,,0.625,home
Recommended Usage,,0.23529411764705888,home
Package Type,,0.33333333333333337,home
Selling Platform,,0.3125,home
Sealing,,0.5714285714285714,home
Grade,,0.4,home
Designed For,,0.25,home
Available in,,0.41666666666666663,home
Measure,,0.4285714285714286,home
Quantity per box,,0.25,home
Volume per bag,,0.2857142857142857,home
Closure,,0.4285714285714286,home
Product_Title,,0.6153846153846154,jewelry
Shop,,0.19999999999999996,jewelry
Product_Type,product_type,0.8333333333333334,jewelry
Brand,brand,0.8,jewelry
Material,,0.33333333333333337,jewelry
Collection,collection,0.9,jewelry
Product title,,0.6153846153846154,jewelry
Type,,0.30000000000000004,jewelry
Stone,,0.36363636363636365,jewelry
Metal,,0.4,jewelry
Sold by,,0.25,jewelry
Establishment Year,,0.2777777777777778,jewelry
Founders,,0.5,jewelry
Product Title,,0.5384615384615384,jewelry
Vendor,,0.6666666666666667,jewelry
Product Code,,0.5833333333333333,jewelry
Model Number,,0.75,jewelry
For,,0.33333333333333337,jewelry
Dealer,,0.5,jewelry
Location,,0.5,jewelry
Product Category,,0.4375,jewelry
Ring type,,0.6,jewelry
Year of establishment,,0.23809523809523814,jewelry
Founder,,0.5714285714285714,jewelry
Store,,0.4,jewelry
Retailer,,0.375,jewelry
Product ID,,0.5,jewelry
Seller,,0.5,jewelry
Product Type,,0.75,jewelry
Style,,0.4,jewelry
Gender,gender,0.8333333333333334,jewelry
Band Style,,0.5,jewelry
Brand Name,,0.4,jewelry
Target Audience,,0.2666666666666667,jewelry
Founded Year,,0.33333333333333337,jewelry
Product Collection,,0.6111111111111112,jewelry
Purpose,,0.30000000000000004,jewelry
Model,,0.33333333333333337,jewelry
Shop_Name,,0.36363636363636365,jewelry
Product_Category,,0.5,jewelry
Product type,product_type,0.8333333333333334,jewelry
Product details,,0.5,jewelry
Match,,0.19999999999999996,jewelry
Details,,0.30000000000000004,jewelry
Established,,0.36363636363636365,jewelry
Design,,0.30000000000000004,jewelry
Shop Name,,0.2727272727272727,jewelry
ProductTitle,,0.5833333333333333,jewelry
OtherAvailableMaterials,,0.21739130434782605,jewelry
Width,width,0.8,jewelry
Manufacturer,,0.33333333333333337,jewelry
Second Product title,,0.4,jewelry
Available Materials,,0.26315789473684215,jewelry
Product,,0.5,jewelry
Other Available Materials,,0.19999999999999996,jewelry
Available Colors,,0.25,jewelry
Establishment Year of Seller,,0.2142857142857143,jewelry
Seller Background,,0.3529411764705882,jewelry
Metal Type Availability,,0.30434782608695654,jewelry
Jewelry Type,,0.41666666666666663,jewelry
Metal Types Available,,0.33333333333333337,jewelry
Alternate Material Options,,0.2692307692307693,jewelry
Color Options,,0.46153846153846156,jewelry
Founding Family,,0.2666666666666667,jewelry
Additional Product,,0.16666666666666663,jewelry
Alternate Materials,,0.21052631578947367,jewelry
Other Available Colors,,0.18181818181818177,jewelry
Also available in,,0.23529411764705888,jewelry
Authorized dealer,,0.5294117647058824,jewelry
Authorized Retailer,,0.4736842105263158,jewelry
City,,0.4,jewelry
State,,0.4,jewelry
Additional Title,,0.25,jewelry
Intended Audience,,0.23529411764705888,jewelry
Retailer Contact,,0.3125,jewelry
Dealer Name,,0.2727272727272727,jewelry
Dealer Location,,0.4666666666666667,jewelry
product_title,,0.7692307692307692,jewelry
Model_Number,model_number,0.8333333333333334,jewelry
Stones,,0.4545454545454546,jewelry
Edges,,0.19999999999999996,jewelry
Special Features,,0.3125,jewelry
Contact Information,,0.42105263157894735,jewelry
Product Use,,0.5833333333333333,jewelry
Design Details,,0.2857142857142857,jewelry
Edge Type,,0.36363636363636365,jewelry
Product Style,,0.6923076923076923,jewelry
Designer,,0.375,jewelry
Ideal For,,0.25,jewelry
Finish Options,,0.2857142857142857,jewelry
Contact Info,,0.4,jewelry
Center Diamond Cut,,0.2222222222222222,jewelry
Design Collection,,0.5294117647058824,jewelry
Additional Features,,0.26315789473684215,jewelry
Color,,0.30000000000000004,jewelry
Stone Shape,,0.7272727272727273,jewelry
Setting,,0.4285714285714286,jewelry
Distributor,,0.1875,jewelry
Stone Type,,0.6363636363636364,jewelry
Extra,,0.19999999999999996,jewelry
Usage,,0.2727272727272727,jewelry
Establishment carrying,,0.36363636363636365,jewelry
Year Founded,,0.33333333333333337,jewelry
Founded by,,0.30000000000000004,jewelry
Additional Info,,0.19999999999999996,jewelry
Product Material,,0.4375,jewelry
Craftsmanship,,0.23076923076923073,jewelry
Comfort,,0.19999999999999996,jewelry
Look,,0.19999999999999996,jewelry
Contact,,0.4,jewelry
Fit,,0.4,jewelry
Pattern,,0.2857142857142857,jewelry
Finish,,0.33333333333333337,jewelry
Edge Style,,0.4,jewelry
store,,0.5,jewelry
product_id,,0.6666666666666667,jewelry
Stone Stones,,0.5,jewelry
Product Description,,0.5789473684210527,jewelry
Jeweler,,0.4285714285714286,jewelry
Stone_Type,,0.7272727272727273,jewelry
Seller_Establishment_Year,,0.24,jewelry
Established_By,,0.2857142857142857,jewelry
title,,0.4,jewelry
shop,,0.2727272727272727,jewelry
productID,,0.5833333333333333,jewelry
Category,,0.19999999999999996,jewelry
Provider,,0.375,jewelry
Ring style,ring_style,0.8,jewelry
Band Details,,0.2857142857142857,jewelry
Ring cut,,0.30000000000000004,jewelry
Band design,,0.2727272727272727,jewelry
Product_Id,,0.5833333333333333,jewelry
Product_Description,,0.631578947368421,jewelry
Family Generation,,0.3529411764705882,jewelry
Maker,,0.33333333333333337,jewelry
Product attributes,,0.4444444444444444,jewelry
Supplier,,0.30000000000000004,jewelry
Product Brand,,0.46153846153846156,jewelry
Product Retailer,,0.5,jewelry
Stone Carat,,0.36363636363636365,jewelry
Setting Type,,0.41666666666666663,jewelry
Established Year,,0.3125,jewelry
Product Model Number,,0.44999999999999996,jewelry
Stone Setting,,0.7142857142857143,jewelry
Product_title,,0.6923076923076923,jewelry
Product_category,,0.5625,jewelry
Authorized Dealer,,0.5294117647058824,jewelry
Product_ID,,0.5833333333333333,jewelry
Product_description,,0.631578947368421,jewelry
Retailer location,,0.47058823529411764,jewelry
Authorized Retailer Location,,0.3928571428571429,jewelry
Shop Location,,0.5,jewelry
Shop Establishment Year,,0.26086956521739135,jewelry
Owned By,,0.2727272727272727,jewelry
Authorized Benchmark Retailer,,0.31034482758620685,jewelry
product_brand,,0.6153846153846154,jewelry
product_model,,0.6923076923076923,jewelry
product_material,,0.5625,jewelry
product_type,product_type,1.0,jewelry
product_design,,0.625,jewelry
product_style,product_type,0.8461538461538461,jewelry
product_fit,,0.6666666666666667,jewelry
product_seller,,0.6428571428571428,jewelry
product_seller_contact,,0.5,jewelry
Product category,,0.5,jewelry
Comfort Fit,,0.21052631578947367,jewelry
Engraved,,0.375,jewelry
Detail,,0.30000000000000004,jewelry
Type of Jewelry,,0.21052631578947367,jewelry
Product Title,,0.5384615384615384,office
Brand,brand,0.8,office
Cartridge Color,,0.2666666666666667,office
Page Yield,,0.7,office
Compatibility,compatibility,0.9230769230769231,office
Print Quality,,0.3571428571428571,office
Quality Check,,0.25,office
Product Type,,0.75,office
Model,,0.4,office
Vendor,,0.33333333333333337,office
Product Features,,0.5,office
Product Description,,0.42105263157894735,office
Additional Product Title,,0.29166666666666663,office
Color,,0.6666666666666667,office
Condition,,0.4285714285714286,office
Capacity,capacity,0.875,office
Part Number,,0.31999999999999995,office
Product Code,,0.5833333333333333,office
Yield,,0.4,office
Cartridge Type,,0.2857142857142857,office
Return Policy,,0.3571428571428571,office
Return Methods,,0.2857142857142857,office
Product title,,0.6153846153846154,office
Type,,0.25,office
Series,,0.375,office
Program,,0.2857142857142857,office
Manufacturing Standards,,0.4347826086956522,office
Warranty,warranty,0.875,office
Manufacturer Warranty,,0.48,office
OEM,,0.0,office
product_title,,0.7692307692307692,office
brand,brand,1.0,office
model_number,,0.36,office
cartridge_color,,0.33333333333333337,office
compatible_with,,0.6666666666666667,office
Product_Title,,0.6153846153846154,office
Cartridge_Page_Yield,,0.4,office
Compatible_Models,,0.4117647058823529,office
Cartridge Model,,0.33333333333333337,office
Productivity,,0.5,office
Standard,,0.4117647058823529,office
Colour,,0.5,office
Printer Brand,,0.3076923076923077,office
Product_Part_Number,,0.4736842105263158,office
Compatible_Printers,,0.4736842105263158,office
Yield Type,,0.25,office
OEM Warranty,,0.5833333333333333,office
Product code,,0.5833333333333333,office
Country-specific instructions,,0.31034482758620685,office
Return Method,,0.3076923076923077,office
Colors,colors,0.8333333333333334,office
Category,,0.375,office
Part number,,0.36,office
Page yield,page_yield,0.8,office
Compatible with,,0.6,office
Compatible Models,,0.4117647058823529,office
Product_Size,,0.6666666666666667,office
Product_Color,,0.5384615384615384,office
Product_Category,,0.625,office
Product_Page,,0.6666666666666667,office
Product_Supplier,,0.5625,office
Product category,,0.5625,office
Product type,product_type,0.8333333333333334,office
Size,,0.25,office
Quantity,,0.5384615384615384,office
Supplier,,0.3571428571428571,office
Material,material,0.875,office
Material Detail,,0.4666666666666667,office
Intended Use,,0.25,office
Colors Included,,0.33333333333333337,office
Variety,,0.5,office
Header,,0.2857142857142857,office
Alternate Item Numbers,,0.28,office
UPC,,0.30000000000000004,office
Dimensions,,0.4,office
Back side,,0.33333333333333337,office
Use,,0.2857142857142857,office
Seller,,0.33333333333333337,office
attributes,,0.30000000000000004,office
Product Category,,0.5625,office
Features,,0.375,office
Page,,0.30000000000000004,office
Source,source,0.8333333333333334,office
Release Liner,,0.3076923076923077,office
Adhesive,,0.25,office
Adherence to Most Surfaces,,0.23076923076923073,office
Messy Residue After Removal,,0.2962962962962963,office
Paper Weight,,0.75,office
Paper Type,,0.33333333333333337,office
Carry Handle,,0.41666666666666663,office
Product ID,,0.5,office
Sheets Per Pad,,0.3529411764705882,office
Pad Dimension,,0.3846153846153846,office
Pack Count,,0.3846153846153846,office
Recycled Content,,0.3125,office
Feature,,0.4285714285714286,office
Alternate Item,,0.35,office
CUBE,,0.09999999999999998,office
Inner Packaging,,0.2666666666666667,office
Device Types,,0.2857142857142857,office
Page-Yield,,0.7,office
SKU,,0.09999999999999998,office
Best Used For,,0.25,office
Part and Supplies Quality,,0.28,office
Product Assurance,,0.4117647058823529,office
Warranty Information,,0.44999999999999996,office
Compatible Devices,,0.4444444444444444,office
Output Quality,,0.4285714285714286,office
Installs,,0.2857142857142857,office
ISO Quality Standard,,0.44999999999999996,office
Product Sale,,0.5833333333333333,office
color,colors,0.8333333333333334,office
product_code,,0.75,office
alternate_item,,0.4285714285714286,office
upc,,0.33333333333333337,office
card_dimension,,0.4285714285714286,office
card_quantity,,0.7692307692307692,office
guide_quantity,,0.6428571428571428,office
Card Capacity,,0.5384615384615384,office
Card Dimensions,,0.33333333333333337,office
Access_type,,0.41666666666666663,office
Included_Materials,,0.5555555555555556,office
Special_Feature,,0.33333333333333337,office
Card_Rotation,,0.5714285714285714,office
Frame_Material,,0.6428571428571428,office
Finish,,0.4285714285714286,office
Card Size,,0.33333333333333337,office
Number of Cards,,0.2666666666666667,office
Number of Index Dividers,,0.25,office
Index Divider Color,,0.21052631578947367,office
Frame Material,,0.5714285714285714,office
Retailer,,0.5,office
Model Number,,0.2941176470588235,office
Ruling,,0.5,office
Sheets per pack,,0.4117647058823529,office
Hole Punched,,0.33333333333333337,office
Quantity per Pack,,0.2941176470588235,office
Product Brand,,0.46153846153846156,office
Product Id,,0.5,office
Product Weight,,0.4375,office
Product Rule,,0.5833333333333333,office
Hole Type,,0.33333333333333337,office
Product Size,,0.5833333333333333,office
Number of Sheets,,0.25,office
Margin Type,,0.36363636363636365,office
Paper_type,,0.4285714285714286,office
Pack,,0.25,office
Sheet Count,,0.3529411764705882,office
Package Quantity,,0.625,office
Item Code,,0.33333333333333337,office
Rule Type,,0.33333333333333337,office
Packaging,,0.3846153846153846,office
Made In,,0.5714285714285714,office
Product_Code,,0.6666666666666667,office
Sheet_Size,,0.3529411764705882,office
Hole_type,,0.5,office
Alternative_Item,,0.3125,office
Eraser_Type,,0.41666666666666663,office
Eraser_Material,,0.6,office
Handle_Type,,0.41666666666666663,office
Best Use,,0.375,office
Special Feature,,0.33333333333333337,office
Included Feature,,0.3125,office
Envelope Size,,0.47058823529411764,office
Quantity Per Box,,0.25,office
Weight,height,0.8333333333333334,office
Designed For,,0.25,office
Surface,,0.4285714285714286,office
Clasp Features,,0.3571428571428571,office
Envelope Type,,0.47058823529411764,office
Quantity per box,,0.25,office
Boxes per Carton,,0.4117647058823529,office
Package,,0.3076923076923077,office
Product_Features,,0.5625,office
Attached wrist rest,,0.30000000000000004,office
Wrist rest feature,,0.28,office
Mouse pad suitability,,0.5238095238095238,office
Alternate items,,0.35,office
Wrist_Rest_Feature,,0.33333333333333337,office
Role_Of_Wrist_Rest,,0.30000000000000004,office
Covering_Material,,0.5882352941176471,office
Covering_Property,,0.3529411764705882,office
Mouse_Movement,,0.2857142857142857,office
Manufacturer,,0.43999999999999995,office
Special feature,,0.33333333333333337,office
Additional feature,,0.2222222222222222,office
Item Number,,0.2857142857142857,office
Dimension,,0.3571428571428571,office
Base Type,,0.30000000000000004,office
Function,,0.5833333333333333,office
Bonus,,0.33333333333333337,office
Store,store,0.8,office
Usage,,0.2857142857142857,office
Product Number,,0.5,office
Closure Type,,0.5,office
Quantity per Box,,0.25,office
Alternate item numbers,,0.31999999999999995,office
Product_title,,0.6923076923076923,office
Stock_Number,,0.4,office
Tip_Type,,0.33333333333333337,office
Pack_Size,,0.3846153846153846,office
Product_Type,product_type,0.8333333333333334,office
Ink_Type,,0.33333333333333337,office
Writing_Properties,,0.30000000000000004,office
Grip_Material,,0.6153846153846154,office
Alternate_Item,,0.35,office
Product features,,0.5,office
Additional specification,,0.375,office
Recommendation,,0.4285714285714286,office
Refillable,,0.30000000000000004,office
Matching items,,0.2857142857142857,office
Point,,0.375,office
Barrel Color,,0.25,office
Ink Color,,0.33333333333333337,office
Alternate item,,0.3571428571428571,office
Product Model,,0.5384615384615384,office
Point Size,,0.4,office
Design,,0.33333333333333337,office
Grip,,0.25,office
Endorsed by,,0.2941176470588235,office
Fluidity,,0.375,office
Ideal For,,0.2222222222222222,office
Airplane Safe,,0.23809523809523814,office
Leak Proof,,0.23529411764705888,office
Ink System,,0.25,office
Point Type,,0.41666666666666663,office
Pen Type,,0.25,office
Number of pens,,0.2142857142857143,office
Ink type,,0.33333333333333337,office
Ink properties,,0.2941176470588235,office
Ink system,,0.2941176470588235,office
Ink supply visibility,,0.4285714285714286,office
Travel-friendly,,0.33333333333333337,office
Writing style,,0.3076923076923077,office
Feeling,,0.4285714285714286,office
Point type,,0.5,office
Line type,,0.33333333333333337,office
Website,,0.2857142857142857,office
Steno Book Design,,0.23529411764705888,office
Extra Feature,,0.23529411764705888,office
Pad Type,,0.33333333333333337,office
Sheet Size,,0.33333333333333337,office
Number of Sheets per Pad,,0.25,office
Design Features,,0.2666666666666667,office
Helpful Tools,,0.3076923076923077,office
Author,,0.33333333333333337,office
Number of sheets,,0.25,office
Source Material,,0.5625,office
Alternate Items,,0.35,office
Highlight Feature,,0.2941176470588235,office
Page Layout,,0.2727272727272727,office
Reference Feature,,0.23529411764705888,office
Ease of Reference,,0.3529411764705882,office
Binding type,,0.5,office
Page Color/Theme,,0.25,office
Appointment Ruling,,0.33333333333333337,office
Edition Year,,0.25,office
Paper Content,,0.4285714285714286,office
Alternate Item Codes,,0.2857142857142857,office
ProductTitle,,0.5833333333333333,office
ProductCode,,0.5833333333333333,office
HighlightFeature,,0.3125,office
Layout,,0.25,office
Reference,,0.33333333333333337,office
ExtraFeature,,0.25,office
PageStyle,,0.4,office
Fit,,0.4,office
Tab Titles,,0.30000000000000004,office
product title,,0.6923076923076923,office
model,,0.4285714285714286,office
index sets per bag,,0.33333333333333337,office
custom index sets by printing,,0.3793103448275862,office
tab format,,0.30000000000000004,office
Table of Content sheets color,,0.2068965517241379,office
Templetes,,0.33333333333333337,office
reinforced tabs and ring edges,,0.2666666666666667,office
compatibility,compatibility,1.0,office
punching,,0.5,office
Customizable_index_sets,,0.34782608695652173,office
Templates_available_online,,0.3076923076923077,office
Tab_Colors,,0.5,office
Table_of_Content_Sheets_Colors,,0.23333333333333328,office
Reinforced_Tabs,,0.19999999999999996,office
Reinforced_ring_edges,,0.2857142857142857,office
Punched,,0.2857142857142857,office
Product model,,0.5625,office
Tab reinforcement,,0.2941176470588235,office
Included,,0.25,office
Global Product Type,,0.4736842105263158,office
Supply Type,,0.25,office
Alternate Item IDs,,0.2222222222222222,office
Performance,,0.36363636363636365,office
Purpose,,0.2857142857142857,office
Usefulness,,0.30000000000000004,office
Core Size,,0.3125,office
Tape Size,,0.33333333333333337,office
Durability,,0.5714285714285714,office
Functionality,,0.5,office
Writable,,0.30000000000000004,office
Additional Use,,0.2142857142857143,office
Photo-Safety,,0.2857142857142857,office
Origination,,0.4285714285714286,office
Tape Width,,0.4,office
Tape Length,,0.4545454545454546,office
Tape Core Diameter,,0.33333333333333337,office
Adhesive Technology,,0.21052631578947367,office
Write Compatibility,,0.631578947368421,office
Thickness,,0.33333333333333337,office
Stickable,,0.2857142857142857,office
Removable,,0.33333333333333337,office
Sheets Per Unit,,0.3529411764705882,office
Sheet Capacity per Pocket,,0.28,office
Sheet Capacity per Divider,,0.2692307692307693,office
Ink or Toner Transfer,,0.23809523809523814,office
Overall Product Weight,,0.31818181818181823,office
Punch Type,,0.33333333333333337,office
Transfer-safe,,0.3076923076923077,office
Pocket Capacity,,0.5333333333333333,office
Inserts,,0.2857142857142857,office
Alternate Item Number,,0.31999999999999995,office
Style,,0.4,office
Additional property,,0.26315789473684215,office
Product dimension,,0.47058823529411764,office
Special Features,,0.3125,office
Correction Type,,0.33333333333333337,office
Characteristics,,0.33333333333333337,office
Coverage,,0.375,office
Dispenser,,0.33333333333333337,office
Item number,,0.31999999999999995,office
Refill Compatibility,,0.6,office
Compatible With,,0.6,office
Attributes,,0.30000000000000004,office
Standards Compliance,,0.25,office
Product_type,product_type,0.9166666666666666,office
Compatible_device,,0.47058823529411764,office
Supply_Type,,0.33333333333333337,office
Packaging_Content,,0.2941176470588235,office
Product size,,0.5833333333333333,office
Not freestanding,,0.3529411764705882,office
Can be used under,,0.28,office
Drawer construction,,0.4736842105263158,office
Drawer sliding mechanism,,0.25,office
Handles,,0.2857142857142857,office
Locking mechanism,,0.2941176470588235,office
Filing Capacity,,0.4666666666666667,office
Positioning,,0.4545454545454546,office
Shipping restrictions,,0.33333333333333337,office
Alternative Item Number,,0.31999999999999995,office
Standing,,0.625,office
Attachment,,0.2142857142857143,office
Drawer Construction,,0.4736842105263158,office
Slide Type,,0.33333333333333337,office
Drawer Access,,0.23076923076923073,office
Lock Feature,,0.33333333333333337,office
Edge Banding,,0.41666666666666663,office
Protection,,0.4285714285714286,office
Safety Keys,,0.36363636363636365,office
Profile,,0.4285714285714286,office
Brightness,,0.4,office
Other Features,,0.2941176470588235,office
Product number,,0.5,office
Cover,,0.4,office
Paper type,,0.4,office
Binding,binding,0.8571428571428572,office
Pad type,,0.41666666666666663,office
Sheet size,,0.33333333333333337,office
Product Cover,,0.5384615384615384,office
No__Of_Sheets,,0.2142857142857143,office
Additional Property,,0.26315789473684215,office
Pack Quantity,,0.7692307692307692,office
Package Type,,0.25,office
Refill Option,,0.3846153846153846,office
Customizable,,0.4285714285714286,office
Free Customization,,0.38888888888888884,office
Acid Free,,0.33333333333333337,office
Lignin Free,,0.2727272727272727,office
Description,,0.41666666666666663,office
Item Type,,0.25,office
Matching Envelopes SKU,,0.2727272727272727,office
Alternative Item,,0.3125,office
Reliability,,0.5714285714285714,office
Installation,,0.41666666666666663,office
Laser Class,,0.36363636363636365,office
Projection Distance,,0.3157894736842105,office
Suitable For,,0.25,office
Laser Color,,0.36363636363636365,office
Acceptable In,,0.3076923076923077,office
Construction,,0.5,office
Stock Code,,0.3571428571428571,office
Length,length,0.8333333333333334,office
Packaging Details,,0.2941176470588235,office
Tape size,,0.33333333333333337,office
Pack count,,0.3846153846153846,office
Tape Type,,0.30000000000000004,office
Application,,0.3571428571428571,office
Tape Features,,0.3571428571428571,office
Body,,0.25,office
Visibility of tape supply,,0.16000000000000003,office
Lock Type,,0.41666666666666663,office
Product Dimensions,,0.4444444444444444,office
Product Color,,0.46153846153846156,office
Holder Material,,0.5333333333333333,office
Is Refillable,,0.3076923076923077,office
Country of Manufacture,,0.31818181818181823,office
Recycled Material,,0.47058823529411764,office
Ink Type,,0.25,office
FSC Certified,,0.3076923076923077,office
Company Environmental Contribution,,0.23529411764705888,office
EAN,,0.0,office
Additional Items,,0.19999999999999996,office
Product Page,,0.5833333333333333,office
Sheets,,0.33333333333333337,office
Environment Friendly,,0.30000000000000004,office
Certification,,0.47058823529411764,office
Sheets per Pad,,0.4117647058823529,office
Corners,,0.4285714285714286,office
Holder,,0.5,office
Optional Accessory,,0.2222222222222222,office
Board Color,,0.3571428571428571,office
Resists,,0.2857142857142857,office
Included Accessories,,0.25,office
Lock,,0.33333333333333337,office
Dividers,,0.25,office
Follower Blocks,,0.33333333333333337,office
Shipping Weight,,0.4666666666666667,office
Additional Features,,0.21052631578947367,office
Product_ID,,0.5833333333333333,office
Product_Group,,0.5384615384615384,office
Product_Name,,0.6666666666666667,office
Product_Weight,,0.5,office
Ships_Via,,0.33333333333333337,office
Additional_Product_Names,,0.33333333333333337,office
Approximate_Count,,0.2941176470588235,office
Elasticity,,0.5,office
Elongation,,0.4,office
Breaking Strength,,0.2941176470588235,office
Band Count,,0.30000000000000004,office
Message on Stamp,,0.1875,office
Message,,0.2857142857142857,office
Resistance,,0.30000000000000004,office
Expansion,,0.3571428571428571,office
Details,,0.5,office
Tab Cut,,0.25,office
Tab Position,,0.3571428571428571,office
Box Content,,0.36363636363636365,office
Tearing Resistance,,0.2222222222222222,office
Maximum Capacity,,0.4375,office
Undercut at Tab,,0.2941176470588235,office
Pack Size,,0.3076923076923077,office
Adhesive Type,,0.23076923076923073,office
Cavity Size,,0.2727272727272727,office
Paper Stock Weight,,0.5,office
Number of Boxes per Carton,,0.2692307692307693,office
Packing,,0.4285714285714286,office
Sheets per pad,,0.4117647058823529,office
Rule,,0.5,office
Perforation,,0.5882352941176471,office
Back,,0.25,office
Surface material,,0.5625,office
Frame material,,0.6428571428571428,office
Frame design,,0.41666666666666663,office
Shipping,shipping,0.875,office
Shipping Time,,0.5384615384615384,office
Product Dimension,,0.47058823529411764,office
Product Feature,,0.5333333333333333,office
Surface Material,,0.5,office
Surface Durability,,0.5,office
Surface functionality,,0.4285714285714286,office
Cleaning,,0.5,office
Mounting,mounting,0.875,office
Accessories Included,,0.25,office
Availability,,0.6428571428571428,office
Suitable for,,0.25,office
Width Accommodation,,0.3157894736842105,office
Separation Support,,0.2222222222222222,office
Reusability Feature,,0.26315789473684215,office
Frame color,,0.36363636363636365,office
Product id,,0.5,office
Product material,product_material,0.875,office
Additional features,,0.21052631578947367,office
Included items,,0.2941176470588235,office
Mounting Options,,0.4375,office
Included Extras,,0.2941176470588235,office
Box Contains,,0.41666666666666663,office
Compatible Machines,,0.42105263157894735,office
Shelf Life,,0.30000000000000004,office
Ease of Use,,0.2727272727272727,office
Delivery Method,,0.2941176470588235,office
Output,,0.25,office
Cost Effectiveness,,0.33333333333333337,office
Printer Compatibility,,0.5714285714285714,office
Extended Shelf Life,,0.21052631578947367,office
Useable On,,0.30000000000000004,office
Support Contact,,0.2666666666666667,office
Texture,,0.4285714285714286,office
Die-Cuts,,0.25,office
Sheet Compatibility,,0.631578947368421,office
Cover Type,,0.33333333333333337,office
Sheet Capacity,,0.5,office
Includes Business Card Holder,,0.27586206896551724,office
Units per Box,,0.23809523809523814,office
Alternate item number,,0.36,office
Index Card Type,,0.19999999999999996,office
Cards Per Carton,,0.3125,office
