record_id,category,cluster_id,Capacity,Product Type,Length,Page Yield,Retail UPC,Manufacturer Stock Number,Sheet Perforation,Material,Width,Height,Depth,Pack Quantity,Brand,Closure,Paper Weight,Color(s),Mounting,Binding,source,title,description
9072483,Office Products,1989228,200 Sheets,n/a,n/a,n/a,043100152002,MEA15200,n/a,Paper,n/a,n/a,n/a,200,Mead,n/a,15lb,n/a,n/a,Three-hole punched,www.ontimesupplies.com,"""Filler Paper, 15lb, Wide Rule, 3 Hole, 10 1/2 x 8, 200 Sheets"" Paper by Mead® MEA15200 - OnTimeSupplies.com""","""Three-hole punched for use in standard three-ring binders. Red margin rule. 
"" "
10331761,Office Products,1989228,200 sheets,n/a,n/a,n/a,043100152002,15200,n/a,Paper,n/a,n/a,n/a,200,Mead,n/a,n/a,n/a,three hole-punched,n/a,www.officeoutletexpress.com,"""Filler Paper by Mead, Wide Ruled, 200 Sheets (15200), 3 Pack""-US | Office Outlet Express""-US","""Mead Filler Paper is very durable and will hold up well during the school year and beyond. Mead Filler Paper is three hole-punched for easy placement in a standard binder or pocket & prong folder. It is wide ruled for clear note taking and comes with 200 sheets.""@en-US "
7872677,Office Products,1989228,200 sheets,n/a,n/a,n/a,043100152002,15200,n/a,n/a,n/a,n/a,n/a,5,Mead,n/a,n/a,n/a,n/a,three hole-punched,www.paperproductsoutlet.com,"""Filler Paper by Mead, Wide Ruled, 200 Sheets (15200), 5 Pack 8 x 10.5"" - Page 41 | Products Outlet""","""Mead Filler Paper is very durable and will hold up well during the school year and beyond. Mead Filler Paper is three hole-punched for easy placement in a standard binder or pocket & prong folder. It is wide ruled for clear note taking and comes with 200 sheets."" "
17457824,Office Products,1989228,n/a,n/a,n/a,n/a,043100152002,MEA15200,Three-hole punched,Paper,n/a,n/a,n/a,200,Acco Mead,n/a,16 lb.,White,n/a,n/a,www.restockit.com,"""Acco Mead Economical 16 lb. Filler Paper"" "" Acco Paper 200 Sheets/Pack - MEA15200 ReStockIt "" Wide Ruled 10 1/2 x 8","""Economical Filler PaperWhite, 16-lb. paper with red margin rule. Three-hole punched for ring binders. Made in U.S.A.Wide Ruled200 Sheets per Pack10-1/2 x 8COLOR: WhiteALTERNATE ITEM #: 498865, JV44848, B00005C55OUPC: 043100152002INNER PACKAGING: 200 Sheet.
""@en "
14380327,Office Products,2049885,n/a,n/a,n/a,n/a,000000026426,n/a,3 Hole,foam,n/a,n/a,n/a,n/a,Acco Quartet,n/a,n/a,Blue,n/a,n/a,www.restockit.com,"""Acco Quartet Laser Printer Hanging Expandable Binder"" "" Acco Binder Blue - QRT52180132 ReStockIt "" 3 Hole 11 x 8 1/2 Sheets","""Large Surface Eraser for Dry Erase Boards and Chalkboards Oversized, washable foam eraser works overtime in the classroom or conference room. Durable, ergonomic handle. Washable.ALTERNATE ITEM #: BON52180132, 341384, B001E6BI3WUPC: 026426180133
""@en "
12793905,Office Products,2049885,n/a,Eraser,12,n/a,n/a,QRT52180132,n/a,Foam,2 1/4,3,n/a,n/a,Quartet,n/a,n/a,n/a,n/a,n/a,www.ontimesupplies.com,"""Ergonomic Handle Large Chalkboard/Dry Erase Eraser, Foam, 12w x 2 1/4d 3h"" Eraser by Quartet® QRT52180132 - OnTimeSupplies.com""","""Oversized eraser cleans large whiteboard and chalkboard surfaces with ease. Very versatile, it's ideal for use in classrooms, conference rooms and other heavy-use environments. Hand washable, lightweight material allows for years of repeated use. Features durable, ergonomic handle. 
"" "
739189,Office Products,2049885,n/a,Board Erasers Accessories,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Quartet,n/a,n/a,n/a,n/a,n/a,www.officesupply.com,"""Quartet Large Surface Dry-Erase & Chalkboard Eraser""-US ""Shop for Board Erasers Accessories and More | OfficeSupply.com""-US",
12627175,Office Products,2181903,n/a,n/a,n/a,n/a,085227378958,QUA37895,n/a,Brown Kraft,n/a,n/a,n/a,100,Quality Park,metal clasps and gum adhesive,28lb,Brown,n/a,n/a,www.ontimesupplies.com,"""Clasp Envelope, 10 x 12, 28lb, Brown Kraft, 100/Box"" Envelope by Quality Park™ QUA37895 - OnTimeSupplies.com""","""Replenish the office supply with a bulk dispenser. Keeping a large quantity in stock makes it easy for every employee to access the envelopes as needed. They're designed and structured as a basic clasp envelope, useful for schools, administrative records and business mailing, with a smooth, windowless surface for customized messages. The flaps feature both metal clasps and gum adhesive for much-needed peace of mind. 
"" "
654026,Office Products,2181903,n/a,n/a,n/a,n/a,085227378958,n/a,n/a,Kraft,n/a,n/a,n/a,100,Quality Park,Double prong metal clasps,28-lb.,Brown,n/a,n/a,www.restockit.com,"""Quality Park Clasp Envelopes"" 100/Box - QUA37895 ReStockIt "" "" Quality Envelopes Kraft 28 lb. 10 x 12","""Heavyweight Clasp Envelopes Double prong metal clasps, reinforced eyelets Heavily gummed flaps, extra wide seamsKraft100 envelopes per box.Heavyweight 28-lb. Paper Stock5 Boxes per Carton10 x 12COLOR: Light BrownALTERNATE ITEM #: 259456, 7CL101328, 629133, B000DLBX1QUPC: 085227378958INNER PACKAGING: 100 per box.
""@en "
14068755,Office Products,2356453,n/a,Computer Accessories & Peripherals,n/a,n/a,87547356036,93730,n/a,"Soft, durable jersey",n/a,n/a,n/a,n/a,Fellowes,n/a,n/a,Black,n/a,n/a,www.5freehosting.com,"""Fellowes Easy Glide Gel Wrist Rest and Mouse Pad, Black (93730)""-US ""Computer Accessories & Peripherals - Page 337 | 5 Free Hosting""-US","""Fellowes Patented wrist rest mechanism glides freely for optimal positioning to reduce wrist inflection and redistribute pressure points. Soft, durable jersey covering withstands daily wear and tear. Allows full movement without picking up mouse to backtrack. Optical-friendly mouse pad with superior tracking control.""@en-US "
17190141,Office Products,2356453,n/a,n/a,n/a,n/a,87547356036,n/a,n/a,Gel,n/a,n/a,n/a,n/a,Fellowes,n/a,n/a,n/a,n/a,n/a,www.officesupply.com,"""Fellowes Mouse Pad With Easy Glide Gel Wrist Rest""-US ""OfficeSupply.com""-US",
5789716,Office Products,2356453,n/a,Mouse Pad,n/a,n/a,87547356036,FEL93730,n/a,Gel,10,1-1/2,12,n/a,Fellowes,n/a,n/a,Black,n/a,n/a,www.restockit.com,"""Fellowes Easy Glide Gel Wrist Rest and Mouse Pad"" "" Fellowes Pad Black/Black - FEL93730 ReStockIt ""","""Easy Glide Gel Wrist Rest and Mouse Pad Attached wrist rest glides freely at the base of the mouse padSoothing gel conforms to your wrist for maximum comfort and support. Large mouse pad provides superior tracking and allows for full, flowing movement without having to pick up mouse and backtrack. Mouse pad is optical mouse friendly. 10w x 12d x 1-1/2h.Black/BlackCOLOR: BlackALTERNATE ITEM #: 976537, 393808, 93730, B00006I58RUPC: 077511937309
""@en "
16980378,Office Products,2356453,n/a,n/a,12,n/a,87547356036,FEL93730,n/a,"Soft, durable jersey",10,1 1/2,n/a,n/a,Fellowes,n/a,n/a,Black,n/a,n/a,www.ontimesupplies.com,"""Easy Glide Gel Mouse Pad w/Wrist Rest, 10 x 12 X 1 1/2, Black"" Rest by Fellowes® FEL93730 - OnTimeSupplies.com""","""Patented wrist rest mechanism glides freely for optimal positioning to help reduce wrist inflection and redistribute pressure points. Soft, durable jersey covering withstands daily wear and tear. Allows full movement without picking up mouse to backtrack. 
"" "
14330163,Office Products,2462414,n/a,n/a,10 1/8,n/a,43100152002,FEL98741,n/a,Lycra®,6 1/4,n/a,n/a,n/a,Fellowes®,n/a,n/a,Sapphire/Black,Non-skid base,n/a,www.ontimesupplies.com,"""Gel Mouse Pad w/Wrist Rest, 6 1/4 x 10 1/8, Sapphire/Black"" Rest by Fellowes® FEL98741 - OnTimeSupplies.com""","""Enjoy superior tracking control. The integrated wrist rest provides exceptional support while redistributing pressure points. Durable Lycra® covering. Non-skid base holds the pad firmly in place. 
"" "
3014499,Office Products,2462414,n/a,n/a,n/a,n/a,43100152002,n/a,n/a,Lycra,n/a,n/a,n/a,n/a,Fellowes,n/a,n/a,"Black, Sapphire",n/a,n/a,www.restockit.com,"""Fellowes Gel Wrist Rest and Mouse Pad"" "" Fellowes Pad Jewel Tones Sapphire/Black - FEL98741 ReStockIt ""","""Gel Wrist Rest and Mouse PadGives firm support and redistributes pressure points to relieve discomfort. Durable Lycra® covering. Nonskid base. Wrist rest offers soothing support, mouse pad offers superior tracking for an optical or ball mouse. 6-1/4w x 10-1/8d x 1-1/8h.Jewel TonesVibrant colored Lycra® covering.Sapphire/BlackCOLOR: Black, SapphireALTERNATE ITEM #: 373135, 342354, 98741, B00004Z639UPC: 077511987410
""@en "
2349899,Office Products,2462414,n/a,Desk Accessories & Workspace Organizers,n/a,n/a,43100152002,98741,n/a,Lycra,n/a,n/a,n/a,n/a,Fellowes,n/a,n/a,Sapphire/Black,n/a,n/a,www.officesuppliesauthority.com,"""Fellowes Gel Wrist Rest and Mouse Rest, Sapphire/Black (98741)"" ""Desk Accessories & Workspace Organizers - Page 2151 | Office Supplies Authority""","""Wrist rest provides exceptional support while redistributing pressure points. Soft, durable Lycra covering withstands daily wear and tear. Non-skid base holds wrist rest firmly in place. Long-term health issues from repetitive tasks such as typing and mousing can interfere with your health for years. With the Fellowes 98741 Jewel Tones-Gel Wrist Rest/Mouse Pad, you get the comfort and wrist support of gel, with the added bonus of a connected mouse pad that provides superior tracking control. Made of smooth Lycra, and built with a non-skid base that holds the wrist/mouse pad firmly in place, this sapphire and black wrist rest and mouse pad is an essential component for your everyday computing."" "
2756089,Office Products,2462414,n/a,Computer Accessories & Peripherals,n/a,n/a,43100152002,98741,n/a,Lycra,n/a,n/a,n/a,n/a,Fellowes,n/a,n/a,Sapphire/Black,n/a,n/a,www.5freehosting.com,"""Fellowes Gel Wrist Rest and Mouse Rest, Sapphire/Black (98741)""-US ""Computer Accessories & Peripherals - Page 321 | 5 Free Hosting""-US","""Wrist rest provides exceptional support while redistributing pressure points. Soft, durable Lycra covering withstands daily wear and tear. Non-skid base holds wrist rest firmly in place. Long-term health issues from repetitive tasks such as typing and mousing can interfere with your health for years. With the Fellowes 98741 Jewel Tones-Gel Wrist Rest/Mouse Pad, you get the comfort and wrist support of gel, with the added bonus of a connected mouse pad that provides superior tracking control. Made of smooth Lycra, and built with a non-skid base that holds the wrist/mouse pad firmly in place, this sapphire and black wrist rest and mouse pad is an essential component for your everyday computing.""@en-US "
12160969,Office Products,2512340,n/a,n/a,n/a,n/a,085227423535,QUA42353,n/a,Kraft,n/a,n/a,n/a,25,Quality Park,split gum adhesive,n/a,Brown,n/a,n/a,www.ontimesupplies.com,"""Jumbo Size Kraft Envelope, 12 1/2 x 18 1/2, Brown Kraft, 25/Pack"" Envelope by Quality Park™ QUA42353 - OnTimeSupplies.com""","""When unique orders come through, be prepared with Quality Park Jumbo Catalog Envelopes. They're oversized to accommodate tall contents, whether that be banners, contracts or diagrams. While paper can always be folded to fit inside an average envelope, it's best to maintain that crisp, crease-free look. So use the open-end slot to insert files, seal it off by moistening the split gum adhesive and send it on its way. 
"" "
4589425,Office Products,2512340,n/a,n/a,n/a,n/a,085227423535,n/a,n/a,Kraft,n/a,n/a,n/a,25,Quality Park,ungummed,n/a,Brown,n/a,n/a,www.restockit.com,"""Quality Park Jumbo Size Kraft Envelopes"" 12 1/2 x 18 25/Box - QUA42353 ReStockIt "" "" Quality Envelopes","""Jumbo Size Kraft EnvelopesExtra large with ungummed flaps. Heavyweight 28-lb. paper. 25 envelopes per box. 12-1/2 x 18-1/2COLOR: Light BrownALTERNATE ITEM #: 532151, 377340, 195776, 20385986, 42353, B000DN88GMUPC: 085227423535INNER PACKAGING: 25 per box.
""@en "
14466018,Office Products,2836723,n/a,n/a,n/a,n/a,072838310323,PIL31032,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Retractable,n/a,n/a,n/a,n/a,www.officesupply.com,""" G2 Retractable Gel Ink Pen ""-US ""G2 - PIL31032 | OfficeSupply.com""-US",
5101324,Office Products,2836723,n/a,n/a,n/a,n/a,072838310323,n/a,n/a,Contoured rubber,n/a,n/a,n/a,2,Pilot,Retractable,n/a,Blue,n/a,n/a,www.restockit.com,"""Pilot G2 Gel Ink Roller Ball Pen"" Blue - PIL31032 ReStockIt "" Fine Tip "" Pilot Pen Two Pack","""G2 Gel Ink Roller Ball Pen, Two-Pen PackDynamic gel ink formula for skip-free writing. Contoured rubber grip conforms to your writing grasp. Retractable. Water-resistant, smear-proof ink. Refillable.Fine TipBlue InkALTERNATE ITEM #: 269561, 379414, B000Y46Y20UPC: 072838310323
""@en "
12458055,Office Products,2836723,n/a,n/a,n/a,n/a,072838310323,PIL31032,n/a,Contoured rubber,n/a,n/a,n/a,2,Pilot,Retractable,n/a,Blue,n/a,n/a,www.ontimesupplies.com,"""G2 Premium Retractable Gel Ink Pen, Refillable, Blue Ink, .7mm, 2/Pack"" Pen by Pilot® PIL31032 - OnTimeSupplies.com""","""G2® is the longest writing gel ink pen (Independent ISO testing. Data on file with Pilot Corporation of America). Provides smooth, skip-free writing. Contoured rubber grip offers writing comfort and control. Great for everyone, especially people who write for a living. Retractable and refillable. 
"" "
2699662,Office Products,2889151,n/a,n/a,n/a,n/a,072838361011,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Dr. Grip,Retractable,n/a,Neon,n/a,n/a,www.officesupply.com,""" Dr. Grip Neon Retractable Ballpoint Pen ""-US ""Dr. | OfficeSupply.com""-US",
5412197,Office Products,2889151,n/a,n/a,n/a,n/a,072838361011,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Pilot,Retractable,n/a,Blue,n/a,n/a,www.restockit.com,"""Pilot Retractable Ballpoint Pen"" Navy/Black Barrel - PIL36101 ReStockIt "" "" Pilot Pen","""Dr. Grip™ Retractable Ballpoint PenWide contoured cushion grip reduces required gripping power. Commended for Ease of Use by the Arthritis Foundation. Retractable. Refillable. Matching mechanical pencil (PIL36102) and roller ball pen (PIL36260), sold separately. Medium PointNavy/Black BarrelBlue InkALTERNATE ITEM #: 502153, 771543, 10101249, 36101, 628937, B00006IEBUUPC: 072838361011
""@en "
13449188,Office Products,2889151,n/a,n/a,n/a,n/a,072838361011,PIL36101,n/a,n/a,n/a,n/a,n/a,n/a,Pilot,Retractable,n/a,Blue,n/a,n/a,www.ontimesupplies.com,"""Dr. Grip Retractable Ball Point Pen, Blue Ink, 1mm"" Pen by Pilot® PIL36101 - OnTimeSupplies.com""","""Dr. Grip® is the first truly ergonomic writing instrument. A unique design and a comfortable grip help alleviate writing fatigue, while the smooth ink formula provides an exceptional writing experience. Commended for Ease-of-Use by the Arthritis Foundation®. You can trust your hands to Dr. Grip. 
"" "
2335763,Office Products,2981582,n/a,Roller Ball,n/a,n/a,71912667001,61232,n/a,n/a,n/a,n/a,n/a,n/a,Sanford,n/a,n/a,Blue Black,n/a,n/a,www.restockit.com,"""Sanford Uni-Ball VISION ELITE Roller Ball Stick Waterproof Pen"" Bold - SAN61232 ReStockIt "" Blue/Black Ink "" Sanford Pen","""Experience consistent, fluid writing with uni-ball Vision Elite Rollerball pens. Ideal for business travelers, these rollerball pens are designed to be airplane-safe and won't leak in flight. They feature the innovative uni-Flow Ink System that creates a steady flow of water-resistant ink for smooth, consistent writing. Point Size: 0.8 mm; Point Type: Bold; Ink Color(s): Blue Black; Pen Type: Roller Ball. ALTERNATE ITEM #: 580327, 461375, 20451422, 61232, B00008XPO7UPC: 070530612325
""@en "
580989,Office Products,2981582,n/a,Writing/Erasing Instruments and Accessories,n/a,n/a,71912667001,n/a,n/a,n/a,n/a,n/a,n/a,6,uni-ball,n/a,n/a,Black,n/a,n/a,www.officesuppliesauthority.com,"""uni-ball Vision Elite Stick Bold Point Roller Ball Pens, 6 PENS"" ""Writing & Correction Supplies - Page 851 | Office Authority""","""The BLX series gives classic black ink a drop of color for a sleek, sophisticated take on your writing. Uni Super ink is specially formulated to become trapped in paper, helping prevent criminal check washing and other document alteration. Quick-drying, acid-free, archival-quality ink is fade- and water-resistant to last over time. Uni-flow system ensures a steady flow of ink for consistent line and color intensity. The vented refill means the pen won't leak or explode on airplanes, making it ideal for business travelers. Visible ink supply so you know before you run out. Rollerball tip delivers consistent, free-flowing writing. It has the feeling of a fountain pen, without the mess. Bold point produces thick, vibrant lines. 6 pens"" "
8983138,Office Products,2981582,n/a,n/a,n/a,n/a,71912667001,SAN61232,n/a,n/a,n/a,n/a,n/a,n/a,uni-ball,n/a,n/a,Blue/Black,n/a,n/a,www.ontimesupplies.com,"""VISION ELITE Roller Ball Stick Waterproof Pen, Blue/Black Ink, Bold"" Pen by uni-ball® SAN61232 - OnTimeSupplies.com""","""Experience consistent, fluid writing with uni-ball Vision Elite Rollerball pens. Ideal for business travelers, these rollerball pens are designed to be airplane-safe and won’t leak in flight. They feature the innovative uni-Flow Ink System that creates a steady flow of water-resistant ink for smooth, consistent writing. 
"" "
8744763,Office Products,3190285,n/a,n/a,n/a,n/a,n/a,MEA43082,n/a,n/a,n/a,n/a,n/a,n/a,Mead,n/a,n/a,n/a,n/a,n/a,www.officesupply.com,""" Mead Spell-Write Steno Notebook ""-US ""Mead - MEA43082 | OfficeSupply.com""-US",
9256087,Office Products,3190285,n/a,Steno Book,9 Inches,n/a,n/a,MEA43082,n/a,Paper,6 Inches,n/a,n/a,80 Sheets,Mead,n/a,n/a,White,n/a,wire bound,www.officesuppliesauthority.com,"""Mead Spell-Write Steno Book, Gregg Rule, 6 x 9 Inches, White, 80 Sheets (MEA43082)"" ""Paper | Office Supplies Authority""","""Taking notes is easy with this sturdy designed steno book with cardboard front and wire bound top. Handy list of commonly misspelled words and their correct spellings is printed on the cover. Pad Type: Steno; Sheet Size: 6"" x 9""; Ruling: Gregg; Number of Sheets per Pad: 80."" "
3598640,Office Products,3190285,n/a,Notebooks & Writing Pads,9,n/a,n/a,MEA43082,n/a,cardboard,6,n/a,n/a,80,Mead,n/a,n/a,White,n/a,wire bound,www.officesuppliesauthority.com,"""Mead Spell-Write Steno Book, Gregg Rule, 6 x 9 Inches, White, 80 Sheets (MEA43082)"" ""Notebooks & Writing Pads | Office Supplies Authority""","""Taking notes is easy with this sturdy designed steno book with cardboard front and wire bound top. Handy list of commonly misspelled words and their correct spellings is printed on the cover. Pad Type: Steno; Sheet Size: 6"" x 9""; Ruling: Gregg; Number of Sheets per Pad: 80."" "
601650,Office Products,3190285,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Mead,n/a,n/a,n/a,n/a,n/a,www.officesupply.com,"""Mead Spell-Write Steno Notebook""-US ""Shop for Notebooks Paper & Pads and More | OfficeSupply.com""-US Filler",
12954885,Office Products,3190285,n/a,Steno Book,9 Inches,n/a,n/a,MEA43082,n/a,cardboard,6 Inches,n/a,n/a,80,Mead,n/a,n/a,White,n/a,wire bound,www.officesuppliesauthority.com,""" Mead Spell-Write Steno Book, Gregg Rule, 6 x 9 Inches, White, 80 Sheets (MEA43082) Rule | Office Supplies"" ""Mead Book White Inches","""Taking notes is easy with this sturdy designed steno book with cardboard front and wire bound top. Handy list of commonly misspelled words and their correct spellings is printed on the cover. Pad Type: Steno; Sheet Size: 6"" x 9""; Ruling: Gregg; Number of Sheets per Pad: 80. "" "
15240005,Office Products,3190285,n/a,n/a,n/a,n/a,n/a,MEA43082,n/a,cardboard,n/a,n/a,n/a,80,Mead,n/a,n/a,White,n/a,wirebound,www.ontimesupplies.com,"""Spell Write Wirebound Steno Book, Gregg Rule, 6 x 9, White, 80 Sheets"" Book by Mead® MEA43082 - OnTimeSupplies.com""","""Sturdy design has cardboard cover and wirebound top. Gregg ruled. Design subject to change. 
"" "
12078865,Office Products,3217240,n/a,n/a,n/a,n/a,040036390959,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Sealed Air Jiffylite,Sealed,n/a,n/a,n/a,n/a,www.officesupply.com,""" Sealed Air Jiffylite Cushioned Mailer ""-US ""Sealed | OfficeSupply.com""-US",
15134678,Office Products,3217240,n/a,n/a,n/a,n/a,040036390959,n/a,n/a,"laminated, heavyweight Kraft",n/a,n/a,n/a,100,Jiffylite,Self-adhesive,n/a,Golden Brown,n/a,n/a,www.ontimesupplies.com,"""Jiffylite Self Seal Mailer, #4, 9 1/2 x 14 1/2, Golden Brown, 100/Carton"" Mailer by Sealed Air SEL39095 - OnTimeSupplies.com""","""Superior Barrier Bubble® air cellular cushioning offers great protection. Fully laminated, heavyweight Kraft construction delivers outstanding rip- and puncture-resistance. Seamless bottom provides extra strength and stability. Self-adhesive closure produces a secure, peel-and-press seal. This product was made using wood sourced from a certified managed forest. 
"" "
13928292,Office Products,3217240,n/a,n/a,n/a,n/a,040036390959,n/a,n/a,Kraft,n/a,n/a,n/a,100,Sealed Air,Self Seal,n/a,Brown,n/a,n/a,www.restockit.com,"""Sealed Air Paper Jiffylite® Kraft Bubble Mailers"" Bulk Pack Case of 100 - SEL39095 ReStockIt "" 9 1/2""x14 1/2"" Self Seal "" Sealed Mailers","""Jiffylite® Kraft Bubble Mailers, Self Seal, Bulk Pack, 9 1/2x14 1/2, 100/CartonCOLOR: Golden BrownALTERNATE ITEM #: 139040, 558312, 20363447, B000DT8CZSUPC: 040036390959
""@en "
1000211,Office Products,3567006,n/a,Desk Calendar Refill,6,n/a,43100152002,AAGE51750,n/a,Paper contains 30% post-consumer recycled content,3 1/2,n/a,n/a,n/a,Acco,n/a,n/a,White,n/a,Loose-leaf pages,www.restockit.com,"""Acco At-A-Glance QuickNotes Desk Calendar Refill"" 3 1/2 x 6 2018 - AAGE51750 ReStockIt "" "" Acco Refill","""Yellow highlighted section for notes and to-do’s. One day per two-page spread ruled for appointments; full weekends. Past, current and future months reference. Monthly tabs for easy referencing of dates; easy snap-in feature. Loose-leaf pages are punched and fit two-ring, E17-style calendar bases. Size: 3 1/2 x 6; Page Color/Theme: White; Appointment Ruling: 30-min, 7 AM to 5 PM (Sun.-Fri.); Edition Year: 2018. Paper contains 30% post-consumer recycled content.ALTERNATE ITEM #: 748329, 922315, 23293286, E51750UPC: 038576247574
""@en "
5981899,Office Products,3567006,n/a,Desk Calendar Refill,6,n/a,43100152002,AAGE51750,n/a,n/a,3 1/2,n/a,n/a,n/a,AT-A-GLANCE®,n/a,n/a,Yellow,n/a,Loose-leaf,www.ontimesupplies.com,"""QuickNotes Desk Calendar Refill, 3 1/2 x 6, 2018"" Refill by AT-A-GLANCE® AAGE51750 - OnTimeSupplies.com""","""Yellow highlighted section for notes and to-do’s. One day per two-page spread ruled for appointments; full weekends. Past, current and future months reference. Monthly tabs for easy referencing of dates; easy snap-in feature. Loose-leaf pages are punched and fit two-ring, E17-style calendar bases.  
"" "
15440326,Office Products,3567006,n/a,n/a,n/a,n/a,43100152002,n/a,n/a,n/a,n/a,n/a,n/a,n/a,At-A-Glance,n/a,n/a,n/a,n/a,n/a,www.officesupply.com,""" At-A-Glance QuickNotes Daily Desk Calendar Refill - 2018 ""-US ""At-A-Glance Desk... | OfficeSupply.com""-US",
8887734,Office Products,4037828,n/a,n/a,n/a,n/a,083086602139,n/a,n/a,Mylar,n/a,n/a,n/a,1,Cardinal,n/a,n/a,White,n/a,n/a,www.restockit.com,"""Cardinal OneStep® Index Tabs"" White - CRD60213 ReStockIt "" "" Cardinal Tabs","""Traditional OneStep® Index SystemCreate multiple sets of professional-looking custom index sets in minutes using your laser or ink jet printer or copier. ReproMaster® guide aligns text on Table of Contents sheets perfectly to correspond to preprinted index tabs. Mylar® reinforced tabs and binding edge. 11 x 8-1/2. Free software templates available on manufacturer's website.White Tabs1 set per box.Tab Titles: A-ZCOLOR: WhiteALTERNATE ITEM #: 885343, 076692, B000086121UPC: 083086602139
""@en "
6926237,Office Products,4037828,n/a,n/a,n/a,n/a,083086602139,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Cardinal,n/a,n/a,Clear,n/a,3-Ring,www.cnet.com,"""Cardinal(R) OneStep(R) 3-Ring Index, A-Z Clear"", "" Cardinal(R) Clear "" Specs - CNET"" ""Cardinal OneStep Index",
6348050,Office Products,4037828,n/a,Index System,n/a,n/a,083086602139,CRD60213,n/a,n/a,n/a,n/a,n/a,6,Cardinal®,n/a,n/a,White,n/a,Three hole-punched,www.ontimesupplies.com,"""Traditional OneStep Index System, 26-Tab, A-Z, Letter, White, 26/Set"" System by Cardinal® CRD60213 - OnTimeSupplies.com""","""Conveniently and economically packed with six index sets per bag. Instantly create custom index sets by printing onto the Table of Content sheets. Matching, preprinted tabs on the divider sheets can be used in either vertical or landscape formats. Multicolored tab sets have coordinating, multicolored Table of Content sheets. Easy to use, no-cost templates in your favorite software are available online; details on packaging. Tabs and ring edges are reinforced to withstand heavy use. Laser and inkjet compatible. Three hole-punched. 
"" "
9132977,Office Products,4463687,n/a,n/a,n/a,n/a,083086705182,CRD70518,n/a,post-consumer recycled fiber,n/a,n/a,n/a,1,Cardinal®,n/a,n/a,Multicolor,n/a,Three hole-punched,www.ontimesupplies.com,"""OneStep 100% Recycled Index System, Multicolor 5-Tab, 11 x 8-1/2, 1 Set"" System by Cardinal® CRD70518 - OnTimeSupplies.com""","""Paper is made entirely of post-consumer recycled fiber. Customize index sets by printing onto the Table of Content sheets. Matching, preprinted tabs on the divider sheets can be used in either vertical or landscape formats. Multicolored tab sets have coordinating, multicolored Table of Content sheets. Easy to use, no-cost templates in your favorite software are available online; details on packaging. Tabs and ring edges are reinforced to withstand heavy use. Laser and inkjet compatible. Three hole-punched. 
"" "
6361626,Office Products,4463687,n/a,n/a,n/a,n/a,083086705182,n/a,n/a,100 percent post-consumer recycled content,n/a,n/a,n/a,n/a,Cardinal,n/a,n/a,Assorted Colors,n/a,n/a,www.restockit.com,"""Cardinal Green Index Tabs"" "" Cardinal Tabs Assorted Colors - CRD70518 ReStockIt ""","""OneStep Green Index System sets are fast and easy to use. Create custom index in minutes, no tab typing or inserting necessary. Compatible for laser or inkjet printers, as well as standard typewriters. Numbered indexes offer Mylar-reinforced tabs and content sheet. Included ReproMaster Sheet is designed to easily create multiple sets of indexes using photo copier. Templates are available. Made from 100 percent post-consumer recycled content.COLOR: Assorted ColorsALTERNATE ITEM #: 292595, B001KX0QZKUPC: 083086705182
""@en "
15798023,Office Products,4577161,n/a,n/a,n/a,n/a,012502622291,DR620,n/a,n/a,n/a,n/a,n/a,n/a,Brother,n/a,n/a,n/a,n/a,n/a,www.officesupply.com,""" Brother DR620 Laser Drum ""-US ""Brother - BRTDR620 | OfficeSupply.com""-US",
1669292,Office Products,4577161,n/a,n/a,n/a,n/a,012502622291,DR620,n/a,n/a,n/a,n/a,n/a,1,Brother,n/a,n/a,n/a,n/a,n/a,www.restockit.com,"""Brother DR620 Drum"" "" Brother Drum - BRTDR620 ReStockIt ""","""Count on OEM performance from this superior drum. Ensures accurate print imaging. Regular replacement of crucial parts extends the useful life of your printer. Global Product Type: Drums/Photo Developers w/Toner-Drum Unit; Imaging Device Type: N/A; Supply Type: Drum Unit; Device Types: Laser Printer.ALTERNATE ITEM #: 774375, 782189, 21801383, DR620, 424481, B001XM9AAAUPC: 012502622291INNER PACKAGING: 1 per pack.
""@en "
