,Category,Mapped Attribute,Count,Percentage
904,office,additional_information,1,0.06
905,office,frame_material,1,0.06
906,office,surface_material,1,0.06
907,office,surface_features,1,0.06
908,office,mounting_system,1,0.06
909,office,installation_features,2,0.12
910,office,additional_features,1,0.06
911,office,availability,1,0.06
912,office,function,1,0.06
913,office,usage,1,0.06
914,office,surface_color,1,0.06
915,office,cleaning_recommendation,1,0.06
916,office,installation,3,0.17
917,office,compatible_machines,1,0.06
918,office,support_contact,1,0.06
919,office,subcategory,2,0.12
920,office,pocket_type,1,0.06
921,office,format,2,0.12
922,office,cards_per_row,1,0.06
923,office,special_features,1,0.06
924,office,cover,1,0.06
925,office,page size,1,0.06
926,office,columns,1,0.06
927,office,lines per page,1,0.06
928,office,paper color,1,0.06
929,office,sheets per book,1,0.06
930,office,inner packaging,1,0.06
931,office,connection,1,0.06
932,office,connection_type,1,0.06
933,office,interface,1,0.06
934,office,style,1,0.06
935,office,design_features,2,0.12
936,office,weight_capacity,1,0.06
937,office,keyboard_tray_dimensions,1,0.06
938,office,swivel,1,0.06
939,office,arm_type,1,0.06
940,office,adjustment_features,1,0.06
941,office,wrist_support,1,0.06
942,office,mounting_track,1,0.06
943,office,paper_content,1,0.06
944,office,noise_reduction_rating,2,0.12
945,office,recommended_use,1,0.06
946,office,foam_type,1,0.06
947,office,suitable_for,1,0.06
948,office,pack_quantity,1,0.06
949,office,extension_length,1,0.06
950,office,colors,1,0.06
951,office,color_description,1,0.06
952,office,tab_title,2,0.12
953,office,type_style,1,0.06
954,office,sheet_capacity,3,0.17
955,office,operating_method,1,0.06
956,office,number_of_holes,1,0.06
957,office,hole_diameter,1,0.06
958,office,base_dimensions,1,0.06
959,office,cut_length,1,0.06
960,office,blade_material,2,0.12
961,office,blade_feature,2,0.12
962,office,base_thickness,1,0.06
963,office,base_material,2,0.12
964,office,base_feature,1,0.06
965,office,safety_features,1,0.06
966,office,alignment_features,1,0.06
967,office,base_guarantee,1,0.06
968,office,cutting_capacity,1,0.06
969,office,safety_feature,1,0.06
970,office,additional_feature,1,0.06
971,office,theme,1,0.06
972,office,surface,1,0.06
973,office,marker_included,1,0.06
974,office,calendar_term,1,0.06
975,office,brightness,2,0.12
976,office,modelnumber,1,0.06
977,office,technology,2,0.12
978,office,suitability,2,0.12
979,office,sheetsperpackage,1,0.06
980,office,alternateitemnumbers,1,0.06
981,office,surface_characteristics,1,0.06
982,office,sustainability,1,0.06
983,office,clip_capacity,1,0.06
984,office,assembly,1,0.06
985,office,paper_capacity,1,0.06
986,office,set_quantity,1,0.06
987,office,ruling_direction,2,0.12
988,office,recyclable,2,0.12
989,office,set,1,0.06
990,office,punched,1,0.06
991,office,ruled_sides,1,0.06
992,office,squares_per_inch,1,0.06
993,office,sizes,1,0.06
994,office,note,1,0.06
995,office,loading_type,1,0.06
996,office,insert_sheet_size,1,0.06
997,office,insert_sheet_feature,1,0.06
998,office,supplier,1,0.06
999,office,insert_type,1,0.06
1000,office,loading_style,1,0.06
1001,office,design_tool,1,0.06
